Source Type,Source ID,Target Type,Target ID,Label
Protein,P51857,Pathway,R-HSA-75815,Take_Part_In
Protein,O75190,Pathway,R-BTA-71403,Take_Part_In
Protein,P02458,Pathway,R-MMU-159231,Take_Part_In
Protein,P62952,Pathway,R-RNO-376176,Take_Part_In
Protein,Q8IUK8,Pathway,R-MMU-156588,Take_Part_In
Protein,Q9UHG0,Pathway,R-HSA-205017,Take_Part_In
Protein,P19099,Pathway,hsa00020,Take_Part_In
Protein,P42830,Pathway,R-HSA-111471,Take_Part_In
Protein,Q5T9A4,Pathway,R-MMU-8941237,Take_Part_In
Protein,O43520,Pathway,R-HSA-5250955,Take_Part_In
Protein,Q96J87,Pathway,R-RNO-71032,Take_Part_In
Protein,O43572,Pathway,R-MMU-156588,Take_Part_In
Protein,Q9Y276,Pathway,hsa04512,Take_Part_In
Protein,P25311,Pathway,R-RNO-209563,Take_Part_In
Protein,Q5T9A4,Pathway,R-MMU-209560,Take_Part_In
Protein,P63167,Pathway,R-RNO-561048,Take_Part_In
Protein,Q5TCH4,Pathway,hsa04721,Take_Part_In
Protein,Q01523,Pathway,R-HSA-9694614,Take_Part_In
Protein,Q4KMG0,Pathway,R-HSA-110314,Take_Part_In
Protein,Q96IX5,Pathway,R-BTA-975957,Take_Part_In
Protein,P10515,Pathway,R-MMU-9020958,Take_Part_In
Protein,Q15825,Pathway,hsa04140,Take_Part_In
Protein,Q53S99,Pathway,R-RNO-71032,Take_Part_In
Protein,Q5VU57,Pathway,R-HSA-73780,Take_Part_In
Protein,Q9H161,Pathway,hsa04960,Take_Part_In
Protein,Q9P1A6,Pathway,R-RNO-211981,Take_Part_In
Protein,Q12834,Pathway,R-HSA-5663213,Take_Part_In
Protein,Q08462,Pathway,R-MMU-69481,Take_Part_In
Protein,Q96P48,Pathway,R-BTA-190704,Take_Part_In
Protein,Q5W0N0,Pathway,R-HSA-3359473,Take_Part_In
Protein,A5D8V7,Pathway,R-HSA-983231,Take_Part_In
Protein,Q8IVL8,Pathway,hsa04928,Take_Part_In
Protein,O43306,Pathway,hsa00020,Take_Part_In
Protein,Q5BKT4,Pathway,R-HSA-381183,Take_Part_In
Protein,Q86XS5,Pathway,hsa04210,Take_Part_In
Protein,P08319,Pathway,R-MMU-159231,Take_Part_In
Protein,Q96LL3,Pathway,R-RNO-418597,Take_Part_In
Protein,Q6Y288,Pathway,R-MMU-446343,Take_Part_In
Protein,P20800,Pathway,R-MMU-165159,Take_Part_In
Protein,Q9GZP9,Pathway,hsa04210,Take_Part_In
Protein,Q7RTS9,Pathway,hsa04530,Take_Part_In
Protein,O95154,Pathway,hsa04310,Take_Part_In
Protein,Q9H1C7,Pathway,hsa04913,Take_Part_In
Protein,A0A1W2PPF3,Pathway,R-HSA-6791461,Take_Part_In
Protein,Q8N4Q1,Pathway,R-MMU-9020958,Take_Part_In
Protein,P16619,Pathway,R-HSA-9619665,Take_Part_In
Protein,P55291,Pathway,R-RNO-418597,Take_Part_In
Protein,Q9HC77,Pathway,R-HSA-73780,Take_Part_In
Protein,P15882,Pathway,hsa04721,Take_Part_In
Protein,Q8TEB1,Pathway,hsa04977,Take_Part_In
Protein,P32320,Pathway,R-MMU-69481,Take_Part_In
Protein,A7MBM2,Pathway,R-MMU-159231,Take_Part_In
Protein,Q8IW93,Pathway,hsa04210,Take_Part_In
Protein,O60512,Pathway,hsa00260,Take_Part_In
Protein,Q8IWP9,Pathway,R-HSA-164378,Take_Part_In
Protein,Q68D51,Pathway,hsa03420,Take_Part_In
Protein,Q9BXJ2,Pathway,R-RNO-201451,Take_Part_In
Protein,Q9H6F5,Pathway,R-BTA-8949613,Take_Part_In
Protein,P19961,Pathway,R-BTA-4551638,Take_Part_In
Protein,Q8N5N4,Pathway,hsa04010,Take_Part_In
Protein,Q86XS5,Pathway,hsa03420,Take_Part_In
Protein,P51857,Pathway,hsa04146,Take_Part_In
Protein,Q8N5C7,Pathway,hsa04724,Take_Part_In
Protein,Q9NY35,Pathway,R-HSA-432030,Take_Part_In
Protein,P0C2S0,Pathway,hsa04218,Take_Part_In
Protein,Q9H6F5,Pathway,hsa00250,Take_Part_In
Protein,Q504U0,Disease,H02092,Is_Related_To
Protein,O00244,Disease,Orphanet:654,Is_Related_To
Protein,A6NJI1,Disease,MONDO:0000904,Is_Related_To
Protein,P51636,Disease,H01309,Is_Related_To
Protein,O15263,Disease,Orphanet:3329,Is_Related_To
Protein,A5D8V7,Disease,H02037,Is_Related_To
Protein,Q9C0K3,Disease,Orphanet:1839,Is_Related_To
Protein,O95561,Disease,Orphanet:2268,Is_Related_To
Protein,Q68D51,Disease,H00455,Is_Related_To
Protein,C9J202,Disease,Orphanet:263508,Is_Related_To
Protein,P04053,Disease,H00912,Is_Related_To
Protein,Q9C0I3,Disease,MONDO:0012057,Is_Related_To
Protein,Q5TDH0,Disease,H00466,Is_Related_To
Protein,Q9UEE9,Disease,H02259,Is_Related_To
Protein,C9J202,Disease,H01195,Is_Related_To
Protein,P19397,Disease,H00131,Is_Related_To
Protein,Q9C0K3,Disease,Orphanet:141258,Is_Related_To
Protein,Q9UGN4,Disease,H01227,Is_Related_To
Protein,P16619,Disease,Orphanet:1052,Is_Related_To
Protein,P0C864,Disease,H00125,Is_Related_To
Protein,P58397,Disease,H00666,Is_Related_To
Protein,P35523,Disease,EFO:1001496,Is_Related_To
Protein,P08574,Disease,Orphanet:314381,Is_Related_To
Protein,A6NJI1,Disease,H00251,Is_Related_To
Protein,Q8N8D9,Disease,Orphanet:251383,Is_Related_To
Protein,O14981,Disease,MONDO:0018559,Is_Related_To
Protein,P49753,Disease,Orphanet:97234,Is_Related_To
Protein,P19099,Disease,Orphanet:98773,Is_Related_To
Protein,B7Z1M9,Disease,H01309,Is_Related_To
Protein,Q8NHQ1,Disease,H00517,Is_Related_To
Protein,Q99618,Disease,H00813,Is_Related_To
Protein,O14559,Disease,H00281,Is_Related_To
Protein,P20674,Disease,H01309,Is_Related_To
Protein,O95905,Disease,H00700,Is_Related_To
Protein,Q68D51,Disease,H00775,Is_Related_To
Protein,Q6RI45,Disease,H00980,Is_Related_To
Protein,P08319,Disease,H01028,Is_Related_To
Protein,Q9P203,Disease,MONDO:0012586,Is_Related_To
Protein,B7Z1M9,Disease,Orphanet:307766,Is_Related_To
Protein,Q7Z5M8,Disease,Orphanet:163665,Is_Related_To
Protein,Q6UUV7,Disease,Orphanet:1201,Is_Related_To
Protein,Q53S99,Disease,H01195,Is_Related_To
Protein,O43707,Disease,Orphanet:1596,Is_Related_To
Protein,Q14154,Disease,Orphanet:90794,Is_Related_To
Protein,Q8IUR6,Disease,H01034,Is_Related_To
Protein,P04745,Disease,Orphanet:99000,Is_Related_To
Protein,Q9NQ75,Disease,H01283,Is_Related_To
Protein,P16619,Disease,MONDO:0012057,Is_Related_To
Protein,P25311,Disease,H00263,Is_Related_To
Protein,Q8TEB1,Disease,MONDO:0060724,Is_Related_To
Protein,Q14746,Disease,Orphanet:1596,Is_Related_To
Protein,P0DMC3,Disease,H00281,Is_Related_To
Protein,Q8TE58,Disease,Orphanet:319552,Is_Related_To
Protein,A7MBM2,Disease,H02043,Is_Related_To
Protein,Q96J87,Disease,H00582,Is_Related_To
Protein,O75530,Disease,H02092,Is_Related_To
Protein,Q8TEB1,Disease,MONDO:0007564,Is_Related_To
Protein,Q99715,Disease,Orphanet:1596,Is_Related_To
Protein,Q08462,Disease,MONDO:0060533,Is_Related_To
Protein,Q96A70,Disease,MONDO:0018559,Is_Related_To
Protein,Q96D53,Disease,Orphanet:163721,Is_Related_To
Protein,Q8WUY9,Disease,Orphanet:79408,Is_Related_To
Protein,Q9NY25,Disease,H01307,Is_Related_To
Protein,Q9BPW4,Disease,EFO:1000318,Is_Related_To
Protein,D6RIA3,Disease,H00070,Is_Related_To
Protein,O43572,Disease,Orphanet:137625,Is_Related_To
Protein,Q8TEA8,Disease,EFO:1001036,Is_Related_To
Protein,P33527,Disease,Orphanet:34526,Is_Related_To
Protein,Q8NC06,Disease,EFO:1001142,Is_Related_To
Protein,Q14012,Disease,H00123,Is_Related_To
Protein,Q96NF6,Disease,H00265,Is_Related_To
Protein,Q9P203,Disease,Orphanet:163665,Is_Related_To
Protein,Q9ULE3,Disease,Orphanet:1505,Is_Related_To
Protein,Q96Q07,Disease,H01400,Is_Related_To
Protein,P26196,Disease,EFO:0003105,Is_Related_To
Protein,Q504U0,Disease,H00700,Is_Related_To
Protein,Q8WV16,Disease,Orphanet:2052,Is_Related_To
Protein,Q96IX5,Disease,Orphanet:1143,Is_Related_To
Protein,Q9UMX3,Disease,H00593,Is_Related_To
Protein,P08574,Disease,Orphanet:86820,Is_Related_To
Protein,Q9NQW6,Disease,H01671,Is_Related_To
Protein,Q96IX5,Disease,H00700,Is_Related_To
Protein,Q96AZ1,Disease,Orphanet:137625,Is_Related_To
Protein,P19397,Disease,H00150,Is_Related_To
Protein,A7MBM2,Disease,H00813,Is_Related_To
Protein,Q9UFH2,Disease,H00517,Is_Related_To
Protein,Q9P203,Disease,H01177,Is_Related_To
Protein,Q5TDH0,Disease,H00896,Is_Related_To
Protein,Q8TE58,Disease,EFO:0005140,Is_Related_To
Protein,Q01523,Disease,H01250,Is_Related_To
Protein,Q9P203,Disease,H00530,Is_Related_To
Protein,Q8IWP9,Disease,H02259,Is_Related_To
Protein,Q9NQW6,Disease,H02138,Is_Related_To
Protein,O15144,Disease,H02043,Is_Related_To
Protein,P19961,Disease,Orphanet:654,Is_Related_To
Protein,Q9C0K3,Disease,H00420,Is_Related_To
Protein,Q9Y6A4,Disease,H02092,Is_Related_To
Protein,O43520,Disease,H00838,Is_Related_To
Protein,C9J202,Disease,Orphanet:1505,Is_Related_To
Protein,Q14203,Disease,Orphanet:98892,Is_Related_To
Gene,CDC37L1,Protein,Q7L3B6,Encodes
Gene,CDA,Protein,P32320,Encodes
Gene,CHCHD10,Protein,Q8WYQ3,Encodes
Gene,ALG1L2,Protein,C9J202,Encodes
Gene,ACTR3C,Protein,Q9C0K3,Encodes
Gene,C1QTNF2,Protein,Q9BXJ5,Encodes
Gene,CRABP2,Protein,P29373,Encodes
Gene,DDX6,Protein,P26196,Encodes
Gene,BIRC6,Protein,Q9NR09,Encodes
Gene,CRTC3,Protein,Q6UUV7,Encodes
Gene,BTBD9,Protein,Q96Q07,Encodes
Gene,CTCFL,Protein,Q8NI51,Encodes
Gene,C5orf56,Protein,Q8N8D9,Encodes
Gene,AGPAT2,Protein,O15120,Encodes
Gene,EED,Protein,O75530,Encodes
Gene,DNAJB13,Protein,P59910,Encodes
Gene,CKMT2,Protein,P17540,Encodes
Gene,ARTN,Protein,Q5T4W7,Encodes
Gene,DEFB125,Protein,Q8N687,Encodes
Gene,CD53,Protein,P19397,Encodes
Gene,C1orf105,Protein,O95561,Encodes
Gene,ANLN,Protein,Q9NQW6,Encodes
Gene,CLEC5A,Protein,Q9NY25,Encodes
Gene,CMTR2,Protein,Q8IYT2,Encodes
Gene,C16orf46,Protein,Q6P387,Encodes
Gene,AMY1A,Protein,P04745,Encodes
Gene,CELA2A,Protein,P08217,Encodes
Gene,AKAP9,Protein,Q99996,Encodes
Gene,DYNLL1,Protein,P63167,Encodes
Gene,DEFB130A,Protein,P0DP74,Encodes
Gene,COQ6,Protein,Q9Y2Z9,Encodes
Gene,CEP70,Protein,Q8NHQ1,Encodes
Gene,ANKS6,Protein,Q68DC2,Encodes
Gene,C1QTNF7,Protein,Q9BXJ2,Encodes
Gene,DRC3,Protein,Q9H069,Encodes
Gene,CLEC16A,Protein,Q2KHT3,Encodes
Gene,AMOT,Protein,Q4VCS5,Encodes
Gene,ANKRD62,Protein,A6NC57,Encodes
Gene,CLEC20A,Protein,Q6ZU45,Encodes
Gene,CNBD2,Protein,Q96M20,Encodes
Gene,ANGPTL5,Protein,Q86XS5,Encodes
Gene,ATP6V1G1,Protein,O75348,Encodes
Gene,APOA5,Protein,Q6Q788,Encodes
Gene,ASAP2,Protein,O43150,Encodes
Gene,C2CD4D,Protein,B7Z1M9,Encodes
Gene,BRWD3,Protein,Q6RI45,Encodes
Gene,DLAT,Protein,P10515,Encodes
Gene,CHGA,Protein,P10645,Encodes
Gene,AGBL4,Protein,Q5VU57,Encodes
Gene,CCL20,Protein,P78556,Encodes
Gene,CSRNP3,Protein,Q8WYN3,Encodes
Gene,BCS1L,Protein,Q9Y276,Encodes
Gene,CUL9,Protein,Q8IWT3,Encodes
Gene,APIP,Protein,Q96GX9,Encodes
Gene,DYNLT1,Protein,P63172,Encodes
Gene,CD300A,Protein,Q9UGN4,Encodes
Gene,B3GLCT,Protein,Q6Y288,Encodes
Gene,CCDC151,Protein,A5D8V7,Encodes
Gene,CCL27,Protein,Q9Y4X3,Encodes
Gene,BMP1,Protein,P13497,Encodes
Gene,DEFA5,Protein,Q01523,Encodes
Gene,CCNE2,Protein,O96020,Encodes
Gene,CDH15,Protein,P55291,Encodes
Gene,AZIN2,Protein,Q96A70,Encodes
Gene,C9orf57,Protein,Q5W0N0,Encodes
Gene,DNAJB6,Protein,O75190,Encodes
Gene,C8orf49,Protein,Q96NF6,Encodes
Gene,ADH4,Protein,P08319,Encodes
Gene,CFAP20,Protein,Q9Y6A4,Encodes
Gene,AKT1S1,Protein,Q96B36,Encodes
Gene,COPS7B,Protein,Q9H9Q2,Encodes
Gene,CELF6,Protein,Q96J87,Encodes
Gene,ECSCR,Protein,Q19T08,Encodes
Gene,CDC20,Protein,Q12834,Encodes
Gene,CLTB,Protein,P09497,Encodes
Gene,AQP1,Protein,P29972,Encodes
Gene,AK3,Protein,Q9UIJ7,Encodes
Gene,CHIC2,Protein,Q9UKJ5,Encodes
Gene,CLDND2,Protein,Q8NHS1,Encodes
Gene,DLGAP2,Protein,Q9P1A6,Encodes
Gene,ADA2,Protein,Q9NZK5,Encodes
Gene,ACBD4,Protein,Q8NC06,Encodes
Gene,APELA,Protein,P0DMC3,Encodes
Gene,AJM1,Protein,C9J069,Encodes
Gene,BORCS5,Protein,Q969J3,Encodes
Gene,C1orf100,Protein,Q5SVJ3,Encodes
Gene,APOL4,Protein,Q9BPW4,Encodes
Gene,DENND1A,Protein,Q8TEH3,Encodes
Gene,CYP4Z2P,Protein,Q8N1L4,Encodes
Gene,C16orf92,Protein,Q96LL3,Encodes
Gene,ADCY2,Protein,Q08462,Encodes
Gene,ATP8B1,Protein,O43520,Encodes
Gene,CCDC86,Protein,Q9H6F5,Encodes
Gene,DRD3,Protein,P35462,Encodes
Gene,BBS5,Protein,Q8N3I7,Encodes
Gene,B3GNT3,Protein,Q9Y2A9,Encodes
Gene,DEFB4A,Protein,O15263,Encodes
Gene,CENPJ,Protein,Q9HC77,Encodes
Gene,AKAP10,Protein,O43572,Encodes
Gene,AMY2B,Protein,P19961,Encodes
Gene,CLDN34,Protein,H7C241,Encodes
Gene,DUX4L9,Protein,Q6RFH8,Encodes
Gene,CYSTM1,Protein,Q9H1C7,Encodes
Gene,DYM,Protein,Q7RTS9,Encodes
Gene,CD226,Protein,Q15762,Encodes
Gene,ACOT2,Protein,P49753,Encodes
Gene,CDX1,Protein,P47902,Encodes
Gene,AZGP1,Protein,P25311,Encodes
Gene,C4orf46,Protein,Q504U0,Encodes
Gene,ACTN4,Protein,O43707,Encodes
Gene,ASAP1,Protein,Q9ULH1,Encodes
Gene,DLGAP3,Protein,O95886,Encodes
Gene,CLDND1,Protein,Q9NY35,Encodes
Gene,CAMK1,Protein,Q14012,Encodes
Gene,ANKDD1B,Protein,A6NHY2,Encodes
Gene,C3orf22,Protein,Q8N5N4,Encodes
Gene,CREBRF,Protein,Q8IUR6,Encodes
Gene,DENND2C,Protein,Q68D51,Encodes
Gene,CCL26,Protein,Q9Y258,Encodes
Gene,DENND2A,Protein,Q9ULE3,Encodes
Gene,APOC4,Protein,P55056,Encodes
Gene,ALDH1A3,Protein,P47895,Encodes
Gene,COL27A1,Protein,Q8IZC6,Encodes
Gene,ADAMTS12,Protein,P58397,Encodes
Gene,COQ8B,Protein,Q96D53,Encodes
Gene,DCLRE1B,Protein,Q9H816,Encodes
Gene,DCAF11,Protein,Q8TEB1,Encodes
Gene,EGF,Protein,P01133,Encodes
Gene,DDX47,Protein,Q9H0S4,Encodes
Gene,BRSK2,Protein,Q8IWQ3,Encodes
Gene,EFCC1,Protein,Q9HA90,Encodes
Gene,BASP1,Protein,P80723,Encodes
Gene,BRAP,Protein,Q7Z569,Encodes
Gene,BET1L,Protein,Q9NYM9,Encodes
Gene,CXCL5,Protein,P42830,Encodes
Gene,ADGRB1,Protein,O14514,Encodes
Gene,CSTF2T,Protein,Q9H0L4,Encodes
Gene,CLEC11A,Protein,Q9Y240,Encodes
Gene,C18orf15,Protein,Q96N68,Encodes
Gene,CHST4,Protein,Q8NCG5,Encodes
Gene,ASGR2,Protein,P07307,Encodes
Gene,ARHGAP33,Protein,O14559,Encodes
Gene,DBNL,Protein,Q9UJU6,Encodes
Gene,DISP2,Protein,A7MBM2,Encodes
Gene,CDCA3,Protein,Q99618,Encodes
Gene,BDKRB2,Protein,P30411,Encodes
Gene,ATG5,Protein,Q9H1Y0,Encodes
Gene,COPA,Protein,P53621,Encodes
Gene,COX5A,Protein,P20674,Encodes
Gene,CTXN2,Protein,P0C2S0,Encodes
Gene,ALX4,Protein,Q9H161,Encodes
Gene,BTAF1,Protein,O14981,Encodes
Gene,BEX5,Protein,Q5H9J7,Encodes
Gene,CCDC28A,Protein,Q8IWP9,Encodes
Gene,CHRD,Protein,Q9H2X0,Encodes
Gene,CALHM3,Protein,Q86XJ0,Encodes
Gene,DCDC2,Protein,Q9UHG0,Encodes
Gene,CHCHD3,Protein,Q9NX63,Encodes
Gene,DEFB127,Protein,Q9H1M4,Encodes
Gene,ARL16,Protein,Q0P5N6,Encodes
Gene,CYP4A22,Protein,Q5TCH4,Encodes
Gene,ADAMTS15,Protein,Q8TE58,Encodes
Gene,DDX12P,Protein,Q92771,Encodes
Gene,CT45A5,Protein,P0DMU8,Encodes
Gene,ACOT8,Protein,O14734,Encodes
Gene,ATXN3,Protein,P54252,Encodes
Gene,CCDC177,Protein,Q9NQR7,Encodes
Gene,CPEB1,Protein,Q9BZB8,Encodes
Gene,DNTT,Protein,P04053,Encodes
Gene,ADCY6,Protein,O43306,Encodes
Gene,CYC1,Protein,P08574,Encodes
Gene,E2F1,Protein,Q01094,Encodes
Gene,DPM1,Protein,O60762,Encodes
Gene,CTDSPL,Protein,O15194,Encodes
Gene,DANCR,Protein,P0C864,Encodes
Gene,CLCN1,Protein,P35523,Encodes
Gene,CST8,Protein,O60676,Encodes
Gene,COG2,Protein,Q14746,Encodes
Gene,CRYAA,Protein,P02489,Encodes
Gene,ARAP1,Protein,Q96P48,Encodes
Gene,COL4A5,Protein,P29400,Encodes
Gene,ACD,Protein,Q96AP0,Encodes
Gene,CCDC137,Protein,Q6PK04,Encodes
Gene,CGB1,Protein,A6NKQ9,Encodes
Gene,EEF1AKMT3,Protein,Q96AZ1,Encodes
Gene,ACOT1,Protein,Q86TX2,Encodes
Gene,CLU,Protein,P10909,Encodes
Gene,ATXN2,Protein,Q99700,Encodes
Gene,DTWD2,Protein,Q8NBA8,Encodes
Gene,AP1S3,Protein,Q96PC3,Encodes
Gene,CHCHD4,Protein,Q8N4Q1,Encodes
Gene,C20orf141,Protein,Q9NUB4,Encodes
Gene,CLN6,Protein,Q9NWW5,Encodes
Gene,COL11A2,Protein,P13942,Encodes
Gene,CASS4,Protein,Q9NQ75,Encodes
Gene,AKR7A3,Protein,O95154,Encodes
Gene,DEPDC1B,Protein,Q8WUY9,Encodes
Gene,ATP5MD,Protein,Q96IX5,Encodes
Gene,CACNG2,Protein,Q9Y698,Encodes
Gene,BTBD3,Protein,Q9Y2F9,Encodes
Gene,DPPA4,Protein,Q7L190,Encodes
Gene,DTWD1,Protein,Q8N5C7,Encodes
Gene,C17orf78,Protein,Q8N4C9,Encodes
Gene,CYP11B2,Protein,P19099,Encodes
Gene,C16orf97,Protein,H3BN30,Encodes
Gene,CKAP4,Protein,Q07065,Encodes
Gene,CEP135,Protein,Q66GS9,Encodes
Gene,ABRACL,Protein,Q9P1F3,Encodes
Gene,DUSP13,Protein,Q9UII6,Encodes
Gene,ABCC1,Protein,P33527,Encodes
Gene,ALG1,Protein,Q9BT22,Encodes
Gene,BLCAP,Protein,P62952,Encodes
Gene,CDH6,Protein,P55285,Encodes
Gene,EBPL,Protein,Q9BY08,Encodes
Gene,DCTN1,Protein,Q14203,Encodes
Gene,C17orf102,Protein,A2RUQ5,Encodes
Gene,AIMP2,Protein,Q13155,Encodes
Gene,CYP8B1,Protein,Q9UNU6,Encodes
Gene,CAV2,Protein,P51636,Encodes
Gene,DAAM1,Protein,Q9Y4D1,Encodes
Gene,C4orf54,Protein,D6RIA3,Encodes
Gene,C1orf53,Protein,Q5VUE5,Encodes
Gene,CCSER1,Protein,Q9C0I3,Encodes
Gene,CFDP1,Protein,Q9UEE9,Encodes
Gene,CDC42EP4,Protein,Q9H3Q1,Encodes
Gene,CHAF1B,Protein,Q13112,Encodes
Gene,CREB3L4,Protein,Q8TEY5,Encodes
Gene,EDF1,Protein,O60869,Encodes
Gene,DERL2,Protein,Q9GZP9,Encodes
Gene,DPT,Protein,Q07507,Encodes
Gene,ALG10,Protein,Q5BKT4,Encodes
Gene,ACTL6B,Protein,O94805,Encodes
Gene,B4GALT3,Protein,O60512,Encodes
Gene,CENPT,Protein,Q96BT3,Encodes
Gene,AMMECR1,Protein,Q9Y4X0,Encodes
Gene,DNALI1,Protein,O14645,Encodes
Gene,CHRNA6,Protein,Q15825,Encodes
Gene,C1R,Protein,P00736,Encodes
Gene,CFAP58,Protein,Q5T655,Encodes
Gene,ABHD12B,Protein,Q7Z5M8,Encodes
Gene,ATAD3B,Protein,Q5T9A4,Encodes
Gene,ARHGEF19,Protein,Q8IW93,Encodes
Gene,DNAH17,Protein,Q9UFH2,Encodes
Gene,ECD,Protein,O95905,Encodes
Gene,AIRE,Protein,O43918,Encodes
Gene,EFCAB5,Protein,A4FU69,Encodes
Gene,BTBD7,Protein,Q9P203,Encodes
Gene,ARPC2,Protein,O15144,Encodes
Gene,CYB5B,Protein,O43169,Encodes
Gene,AKR1D1,Protein,P51857,Encodes
Gene,BOK,Protein,Q9UMX3,Encodes
Gene,CIDEB,Protein,Q9UHD4,Encodes
Gene,CDON,Protein,Q4KMG0,Encodes
Gene,EDN2,Protein,P20800,Encodes
Gene,C1QTNF12,Protein,Q5T7M4,Encodes
Gene,CIRBP,Protein,Q14011,Encodes
Gene,COL12A1,Protein,Q99715,Encodes
Gene,CCDC71,Protein,Q8IV32,Encodes
Gene,COL6A1,Protein,P12109,Encodes
Gene,CXCL12,Protein,P48061,Encodes
Gene,ABCB7,Protein,O75027,Encodes
Gene,CAD,Protein,P27708,Encodes
Gene,C11orf86,Protein,A6NJI1,Encodes
Gene,CIB3,Protein,Q96Q77,Encodes
Gene,B4GALT5,Protein,O43286,Encodes
Gene,BABAM2,Protein,Q9NXR7,Encodes
Gene,DUXB,Protein,A0A1W2PPF3,Encodes
Gene,CCDC181,Protein,Q5TID7,Encodes
Gene,DDI2,Protein,Q5TDH0,Encodes
Gene,CHN1,Protein,P15882,Encodes
Gene,CUL1,Protein,Q13616,Encodes
Gene,CYB5R3,Protein,P00387,Encodes
Gene,ARHGAP5-AS1,Protein,Q96IT6,Encodes
Gene,BAGE3,Protein,Q86Y29,Encodes
Gene,CCL3L1,Protein,P16619,Encodes
Gene,CPO,Protein,Q8IVL8,Encodes
Gene,DKC1,Protein,O60832,Encodes
Gene,DCAF4,Protein,Q8WV16,Encodes
Gene,ADGRG2,Protein,Q8IZP9,Encodes
Gene,C9orf78,Protein,Q9NZ63,Encodes
Gene,CBLN2,Protein,Q8IUK8,Encodes
Gene,ARIH2,Protein,O95376,Encodes
Gene,DELE1,Protein,Q14154,Encodes
Gene,CYP4B1,Protein,P13584,Encodes
Gene,CCDC149,Protein,Q6ZUS6,Encodes
Gene,ASF1A,Protein,Q9Y294,Encodes
Gene,ATOX1,Protein,O00244,Encodes
Gene,BEX1,Protein,Q9HBH7,Encodes
Gene,ARF5,Protein,P84085,Encodes
Gene,EFNA4,Protein,P52798,Encodes
Gene,COL2A1,Protein,P02458,Encodes
Gene,CPNE6,Protein,O95741,Encodes
Gene,AMFR,Protein,Q9UKV5,Encodes
Gene,CTSS,Protein,P25774,Encodes
Gene,AS3MT,Protein,Q9HBK9,Encodes
Gene,C2orf83,Protein,Q53S99,Encodes
Gene,DTD1,Protein,Q8TEA8,Encodes
Gene,AK2,Protein,P54819,Encodes
Gene,ACSS2,Protein,Q9NR19,Encodes
Gene,ARFGAP3,Protein,Q9NP61,Encodes
Gene,ARL16,Gene,EED,Is_Ortholog_To
Gene,CKMT2,Gene,E2F1,Is_Ortholog_To
Gene,BMP1,Gene,DYM,Is_Ortholog_To
Gene,CBLN2,Gene,CYSTM1,Is_Ortholog_To
Gene,CENPJ,Gene,ANGPTL5,Is_Ortholog_To
Gene,BCS1L,Gene,CCL26,Is_Ortholog_To
Gene,BTAF1,Gene,DPPA4,Is_Ortholog_To
Gene,BCS1L,Gene,AMY1A,Is_Ortholog_To
Gene,ABCC1,Gene,DCDC2,Is_Ortholog_To
Gene,C1QTNF7,Gene,CD226,Is_Ortholog_To
Gene,DLGAP3,Gene,CSTF2T,Is_Ortholog_To
Gene,DYNLT1,Gene,ADCY6,Is_Ortholog_To
Gene,CASS4,Gene,CFAP58,Is_Ortholog_To
Gene,CLU,Gene,ACOT8,Is_Ortholog_To
Gene,DYM,Gene,BTBD9,Is_Ortholog_To
Gene,CPNE6,Gene,EBPL,Is_Ortholog_To
Gene,BTBD3,Gene,CST8,Is_Ortholog_To
Gene,CKMT2,Gene,ADCY6,Is_Ortholog_To
Gene,ALG1L2,Gene,BASP1,Is_Ortholog_To
Gene,DEFB130A,Gene,DNAJB6,Is_Ortholog_To
Gene,CT45A5,Gene,DUXB,Is_Ortholog_To
Gene,B3GLCT,Gene,CFAP58,Is_Ortholog_To
Gene,DPT,Gene,C4orf46,Is_Ortholog_To
Gene,ACSS2,Gene,DENND2A,Is_Ortholog_To
Gene,CST8,Gene,AKAP9,Is_Ortholog_To
Gene,CXCL12,Gene,B3GLCT,Is_Ortholog_To
Gene,C2orf83,Gene,APELA,Is_Ortholog_To
Gene,DPT,Gene,ADCY2,Is_Ortholog_To
Gene,ARHGAP5-AS1,Gene,EBPL,Is_Ortholog_To
Gene,AP1S3,Gene,APOC4,Is_Ortholog_To
Gene,CFDP1,Gene,ACTL6B,Is_Ortholog_To
Gene,C1QTNF7,Gene,C16orf46,Is_Ortholog_To
Gene,BRAP,Gene,DENND2A,Is_Ortholog_To
Gene,E2F1,Gene,CHCHD10,Is_Ortholog_To
Gene,ACOT1,Gene,EFNA4,Is_Ortholog_To
Gene,COX5A,Gene,C17orf102,Is_Ortholog_To
Gene,ADCY6,Gene,AZIN2,Is_Ortholog_To
Gene,APOC4,Gene,C20orf141,Is_Ortholog_To
Gene,DPT,Gene,CCDC86,Is_Ortholog_To
Gene,DUXB,Gene,AS3MT,Is_Ortholog_To
Gene,CCDC149,Gene,CLDND2,Is_Ortholog_To
Gene,CYB5R3,Gene,DRC3,Is_Ortholog_To
Gene,CYB5R3,Gene,AMFR,Is_Ortholog_To
Gene,ARF5,Gene,COPA,Is_Ortholog_To
Gene,ANGPTL5,Gene,COL6A1,Is_Ortholog_To
Gene,DUXB,Gene,ALDH1A3,Is_Ortholog_To
Gene,ATOX1,Gene,CCDC149,Is_Ortholog_To
Gene,ARL16,Gene,BOK,Is_Ortholog_To
Gene,DELE1,Gene,CMTR2,Is_Ortholog_To
